Common_Name,Family,Diameter_Breast_Height,Age_Description
Spotted Gum,Myrtaceae,12,Juvenile
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Alexander palm,Arecaceae,,
Yellow Box,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
Black Wattle,Fabaceae,,
Moreton Bay Fig,Moraceae,99,Mature
Glossy Tree Privet,Oleaceae,,
Black Wattle,Fabaceae,,
Blue Atlas Cedar,Pinaceae,58,Mature
Sugar gum,Myrtaceae,,
River Sheoak,Casuarinaceae,,
Black Wattle,Fabaceae,4,Semi-Mature
Sugar gum,Myrtaceae,,
London Plane,Platanaceae,,
Golden Spray,Fabaceae,,
Cyprus Plane,Platanaceae,23,Semi-Mature
Dutch Elm,Ulmaceae,58,Mature
River red gum,Myrtaceae,,
Weeping Bottlebrush,Myrtaceae,,
`Rosea¿ Red Ironbark,Myrtaceae,,
River red gum,Myrtaceae,,
Freeman Maple,Sapindaceae,4,Juvenile
Red Box,Myrtaceae,,
Moreton Bay Fig,Moraceae,197,Mature
Grey corkwood,Leguminosae,,
Drooping sheoak,Casuarinaceae,,
Black Wattle,Fabaceae,,
Swamp Sheoak,Casuarinaceae,,
Sweet Pittosporum,Pittosporaceae,17,Semi-Mature
Lightwood Wattle,Fabaceae,,
Lemon Bottlebrush,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
River Sheoak,Casuarinaceae,30,Semi-Mature
Yellow Box,Myrtaceae,,
swamp paperbark,Myrtaceae,,
Firewheel Tree,Proteaceae,6,Juvenile
Black Wattle,Fabaceae,,
London Plane,Platanaceae,50,Mature
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Yellow Chestnut Oak,Fagaceae,,
Black Wattle,Fabaceae,,
London Plane,Platanaceae,26,Semi-Mature
Tuckeroo,Sapindaceae,,
Chinaberry Tree,Meliaceae,28,Semi-Mature
Smooth-barked apple,Myrtaceae,23,Semi-Mature
Spotted Gum,Myrtaceae,,
Small-leaved Linden,Malvaceae,,
Yellow Gum,Myrtaceae,6,Juvenile
Queensland kauri pine,Araucariaceae,11,Juvenile
Cyprus Plane,Platanaceae,,
Yellow Box,Myrtaceae,31,Semi-Mature
London Plane,Platanaceae,,
Chinaberry Tree,Meliaceae,29,Semi-Mature
Yellow Gum,Myrtaceae,1,New
Silver Banksia,Proteaceae,,
Yellow Box,Myrtaceae,,
Red maple,Sapindaceae,,
Willow Oak,Fagaceae,,
Spotted Gum,Myrtaceae,36,Semi-Mature
Mexican or Washington Palm,Arecaceae,0,Juvenile
Kanooka,Myrtaceae,,
Freeman Maple,Sapindaceae,,
Japanese Zelkova,Ulmaceae,,
River red gum,Myrtaceae,,
Yellow Gum,Myrtaceae,,
Pau Ferro,Fabaceae,,
Pin Oak,Fagaceae,,
River Sheoak,Casuarinaceae,,
Liquidamber or Sweet Gum,Altingiaceae,16,Semi-Mature
River red gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Black Wattle,Fabaceae,,
Photinia,Rosaceae,25,Semi-Mature
Maidenhair Tree,Ginkgoaceae,,
Chinaberry Tree,Meliaceae,,
Native Apricot,Pittosporaceae,,
Chinese Elm,Ulmaceae,,
Golden Wattle,Fabaceae,,
Liquidamber or Sweet Gum,Altingiaceae,,
Chinaberry Tree,Meliaceae,,
Petticoat or Desert Fan Palm,Arecaceae,52,Mature
London Plane,Platanaceae,37,Semi-Mature
Yellow Gum,Myrtaceae,,
Smooth-Leaved Elm,Ulmaceae,115,Mature
Black Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,25,Semi-Mature
Black Wattle,Fabaceae,,
Wirilda,Fabaceae,,
London Plane,Platanaceae,22,Semi-Mature
Spotted Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Norfolk Island Pine,Araucariaceae,75,Mature
London Plane,Platanaceae,7,Juvenile
Cyprus Plane,Platanaceae,66,Mature
English Elm,Ulmaceae,105,Over-mature
River red gum,Myrtaceae,,
Chinaberry Tree,Meliaceae,7,Juvenile
UNKNOWN,UNKNOWN,,
Kurrajong,Malvaceae,,
Spotted Gum,Myrtaceae,27,Semi-Mature
Callery Pear,Rosaceae,,
Yellow Box,Myrtaceae,,
Golden Wattle,Fabaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
London Plane,Platanaceae,91,Mature
Lemon Scented Gum,Myrtaceae,40,Semi-Mature
London Plane,Platanaceae,59,Mature
Crepe Myrtle,Lythraceae,,
River red gum,Myrtaceae,,
London Plane,Platanaceae,64,Mature
European nettle tree,Cannabaceae,,
Sugar gum,Myrtaceae,,
Maidenhair Tree,Ginkgoaceae,,
Sandpaper Fig,Moraceae,,
Yellow Box,Myrtaceae,,
Manuka,Myrtaceae,,
Swamp Paperbark,Myrtaceae,,
Huntingdon Elm,Ulmaceae,,
River red gum,Myrtaceae,,
European nettle tree,Cannabaceae,9,Juvenile
Brush Box,Myrtaceae,53,Mature
Hill¿s Weeping Fig,Moraceae,,
Golden Wattle,Fabaceae,,
London Plane,Platanaceae,50,Mature
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Silky Oak,Proteaceae,,
Callistemon Kings Park Special,Myrtaceae,,
Blueberry ash,Elaeocarpaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Wirilda,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
River red gum,Myrtaceae,5,New
Chinese Elm,Ulmaceae,17,Semi-Mature
Yellow Gum,Myrtaceae,,
London Plane,Platanaceae,7,Juvenile
Hoop Pine,Araucariaceae,10,Juvenile
Variegated Elm,Ulmaceae,20,Semi-Mature
Golden Wattle,Fabaceae,,
Swamp Sheoak,Casuarinaceae,,
Gum,Myrtaceae,,
Kanooka,Myrtaceae,,
Red Box,Myrtaceae,,
European nettle tree,Cannabaceae,11,Semi-Mature
Willow Bottlebrush,Myrtaceae,71,Mature
Peppercorn Tree,Anacardiaceae,,
Cook pine,Araucariaceae,80,Mature
Pau Ferro,Fabaceae,,
Smooth-barked apple,Myrtaceae,10,Juvenile
Mutton-Wood,Primulaceae,,
Chinaberry Tree,Meliaceae,6,Juvenile
Lemon Scented Gum,Myrtaceae,3,New
Bracelet Honey Myrtle,Myrtaceae,34,Semi-Mature
Silky Oak,Proteaceae,34,Semi-Mature
Lemon Bottlebrush,Myrtaceae,,
Moreton Bay Fig,Moraceae,80,Mature
Black Wattle,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Gum,Myrtaceae,,
Japanese Zelkova,Ulmaceae,11,Semi-Mature
Spotted Gum,Myrtaceae,76,Mature
Liquidamber or Sweet Gum,Altingiaceae,,
Callery Pear,Rosaceae,9,Juvenile
Bracelet Honey Myrtle,Myrtaceae,,
Chinese Elm,Ulmaceae,,
Apple-topped box,Myrtaceae,,
English Elm,Ulmaceae,,
Lightwood Wattle,Fabaceae,,
River red gum,Myrtaceae,,
`Rosea¿ Red Ironbark,Myrtaceae,,
Drooping sheoak,Casuarinaceae,42,Mature
Maidenhair Tree,Ginkgoaceae,9,Semi-Mature
London Plane,Platanaceae,14,Juvenile
English Elm,Ulmaceae,5,Juvenile
River red gum,Myrtaceae,,
London Plane,Platanaceae,,
Elm,Ulmaceae,30,Semi-Mature
English Elm,Ulmaceae,,
Lemon Bottlebrush,Myrtaceae,,
Callistemon Kings Park Special,Myrtaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,,
Firewheel Tree,Proteaceae,7,Juvenile
Black Wattle,Fabaceae,,
River Sheoak,Casuarinaceae,,
Yellow Box,Myrtaceae,,
London Plane,Platanaceae,17,Semi-Mature
Grey Sheoak,Casuarinaceae,,
Yellow Box,Myrtaceae,,
Elm,Ulmaceae,62,Mature
Algerian Oak,Fagaceae,69,Mature
Smooth-barked apple,Myrtaceae,,
Prickly Paperbark,Myrtaceae,,
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Drooping sheoak,Casuarinaceae,,
Spotted Gum,Myrtaceae,41,Semi-Mature
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
English Elm,Ulmaceae,50,Mature
Black Wattle,Fabaceae,,
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Lemon Bottlebrush,Myrtaceae,,
English Elm,Ulmaceae,,
Huntingdon Elm,Ulmaceae,15,Semi-Mature
Golden Wattle,Fabaceae,,
Black Wattle,Fabaceae,,
Lemon Scented Gum,Myrtaceae,,
London Plane,Platanaceae,30,Semi-Mature
Spotted Gum,Myrtaceae,,
Yellow Box,Myrtaceae,19,Semi-Mature
River red gum,Myrtaceae,,
Willow myrtle,Myrtaceae,104,Mature
Yellow Box,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
Queensland kauri pine,Araucariaceae,56,Mature
Urbanite Ash,Oleaceae,,
Flame Tree,Malvaceae,61,Mature
Peppercorn Tree,Anacardiaceae,21,
River red gum,Myrtaceae,,
Canary Island Pine,Pinaceae,,
Urbanite Ash,Oleaceae,,
London Plane,Platanaceae,5,Juvenile
London Plane,Platanaceae,32,Semi-Mature
River red gum,Myrtaceae,,
Elm,Ulmaceae,147,Mature
London Plane,Platanaceae,7,Juvenile
Prairie Crab Apple,Rosaceae,,
Black Wattle,Fabaceae,,
Coastal Banksia,Proteaceae,,
Black She Oak,Casuarinaceae,,
Weeping Bottlebrush,Myrtaceae,26,Semi-Mature
Swamp Paperbark,Myrtaceae,,
London Plane,Platanaceae,,
Hill¿s Weeping Fig,Moraceae,,
Mountt Morgan Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
Golden Wattle,Fabaceae,,
Brush Box,Myrtaceae,,
River red gum,Myrtaceae,,
River Sheoak,Casuarinaceae,,
Golden Elm,Ulmaceae,52,Mature
Australian teak,Rutaceae,,
Melbourne Yellow-Gum,Myrtaceae,,
Wirilda,Fabaceae,,
River red gum,Myrtaceae,,
Grey Sheoak,Casuarinaceae,,
Golden Wattle,Fabaceae,,
Jappanese Flowering Crab-Apple,Rosaceae,,
English Oak,Fagaceae,,
Yellow Box,Myrtaceae,5,Juvenile
Wirilda,Fabaceae,,
Chinese Elm,Ulmaceae,27,Semi-Mature
English Oak,Fagaceae,50,Semi-Mature
Black Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,6,Juvenile
Red Box,Myrtaceae,,
Hoop Pine,Araucariaceae,,
Wirilda,Fabaceae,,
Large-fruited Yellow or Blue Gum,Myrtaceae,7,Juvenile
Black Wattle,Fabaceae,,
Red Box,Myrtaceae,,
River red gum,Myrtaceae,27,Semi-Mature
Red Box,Myrtaceae,38,Semi-Mature
Yellow Gum,Myrtaceae,7,Juvenile
Sydney Blue Gum,Myrtaceae,,
Sweet Bursaria,Pittosporaceae,,
Yellow Box,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,,
UNKNOWN,UNKNOWN,20,Semi-Mature
Japanese Chestnut Oak,Fagaceae,,
Elm,Ulmaceae,76,Mature
Unknown,Myrtaceae,,
Prickly-leaved wattle,Fabaceae,,
Norfolk Island Pine,Araucariaceae,,
Red Oak,Fagaceae,12,Semi-Mature
Sweet Bursaria,Pittosporaceae,,
European nettle tree,Cannabaceae,,
Cyprus Plane,Platanaceae,3,New
Callery Pear,Rosaceae,,
Black Wattle,Fabaceae,,
Smooth-barked apple,Myrtaceae,52,Mature
London Plane,Platanaceae,28,Semi-Mature
Coastal Tea Tree,Myrtaceae,,
English Elm,Ulmaceae,,
Yellow Box,Myrtaceae,,
London Plane,Platanaceae,,
River red gum,Myrtaceae,15,Semi-Mature
Sapporo Autumn Gold Elm,Ulmaceae,,
Lightwood Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,4,New
Hill¿s Weeping Fig,Moraceae,7,Juvenile
Flowering Gum,Myrtaceae,8,Juvenile
Black Wattle,Fabaceae,,
London Plane,Platanaceae,19,Semi-Mature
Chanticleer Pear,Rosaceae,,
Silver Banksia,Proteaceae,,
Lightwood Wattle,Fabaceae,,
Smooth-barked apple,Myrtaceae,,
Brush Box,Myrtaceae,35,Semi-Mature
Chinaberry Tree,Meliaceae,,
Chinaberry Tree,Meliaceae,,
Golden Wattle,Fabaceae,,
Golden Wattle,Fabaceae,,
Red Oak,Fagaceae,5,Juvenile
Maidenhair Tree,Ginkgoaceae,2,Juvenile
Manna Gum,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
Liquidamber or Sweet Gum,Altingiaceae,,
Boobialla,Scrophulariaceae,,
Snow Gum,Myrtaceae,,
Fringe Wattle,Fabaceae,,
Mexican Hand Tree,Malvaceae,,
Petticoat or Desert Fan Palm,Arecaceae,54,Mature
River red gum,Myrtaceae,,
Brush Box,Myrtaceae,,
London Plane,Platanaceae,,
Drooping sheoak,Casuarinaceae,,
Chinaberry Tree,Meliaceae,,
Lemon Bottlebrush,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Lemon Scented Gum,Myrtaceae,,
English Elm,Ulmaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,,
London Plane,Platanaceae,21,Semi-Mature
Coastal Banksia,Proteaceae,,
Snow-in-Summer,Myrtaceae,70,Mature
New South Wales Christmas bush,Cunoniaceae,,
Black Wattle,Fabaceae,,
Chinese Elm,Ulmaceae,,
Deodar,Pinaceae,50,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Lemon Scented Gum,Myrtaceae,40,Semi-Mature
Wirilda,Fabaceae,,
Freeman Maple,Sapindaceae,12,Juvenile
Brush Box,Myrtaceae,26,Semi-Mature
Moreton Bay Fig,Moraceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,19,Semi-Mature
Black Wattle,Fabaceae,,
Kanooka,Myrtaceae,1,New
River Sheoak,Casuarinaceae,3,New
River red gum,Myrtaceae,4,Juvenile
Kanooka,Myrtaceae,,
Peppercorn Tree,Anacardiaceae,,
River red gum,Myrtaceae,,
English Oak,Fagaceae,68,Mature
Wattle,Fabaceae,,
Yellow Gum,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
Chinese Elm,Ulmaceae,21,Semi-Mature
Chinese Elm,Ulmaceae,9,Juvenile
Lemon Scented Gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Yellow Chestnut Oak,Fagaceae,77,Mature
Spotted Gum,Myrtaceae,24,Semi-Mature
Grey Sheoak,Casuarinaceae,,
Luscious Water Gum,Myrtaceae,,
River red gum,Myrtaceae,20,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Cook pine,Araucariaceae,76,Mature
Black Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
Algerian Oak,Fagaceae,,
Lemon Bottlebrush,Myrtaceae,,
Spotted Gum,Myrtaceae,46,Mature
London Plane,Platanaceae,56,Mature
Black Wattle,Fabaceae,,
River red gum,Myrtaceae,,
London Plane,Platanaceae,28,Semi-Mature
Chinaberry Tree,Meliaceae,24,Semi-Mature
Cyprus Plane,Platanaceae,7,Juvenile
Desert Ash,Oleaceae,50,Mature
Rose sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
English Elm,Ulmaceae,96,Mature
Gum,Myrtaceae,,
Wirilda,Fabaceae,,
Golden Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
Swamp White Oak,Fagaceae,3,Juvenile
Manna Gum,Myrtaceae,148,Mature
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,64,Mature
Spotted Gum,Myrtaceae,51,Mature
Black Wattle,Fabaceae,,
Canary Island Date Palm,Arecaceae,65,Mature
Golden Elm,Ulmaceae,44,Semi-Mature
Drooping sheoak,Casuarinaceae,,
Maidenhair Tree,Ginkgoaceae,,
Hill¿s Weeping Fig,Moraceae,,
Candlebark,Myrtaceae,,
Sweet Bursaria,Pittosporaceae,,
Sweet Bursaria,Pittosporaceae,,
Swamp or Bald Cypress,Cupressaceae,20,Semi-Mature
Moreton Bay Fig,Moraceae,,
Yellow Box,Myrtaceae,,
Black Wattle,Fabaceae,,
River Sheoak,Casuarinaceae,,
Spotted Gum,Myrtaceae,41,Mature
River red gum,Myrtaceae,,
London Plane,Platanaceae,24,Semi-Mature
Crepe Myrtle,Lythraceae,,
Lightwood Wattle,Fabaceae,,
Chinese Windmill Palm,Arecaceae,,
Silver Banksia,Proteaceae,,
Norway maple,Sapindaceae,3,Juvenile
Black Wattle,Fabaceae,,
Sweet Bursaria,Pittosporaceae,,
Brittle Gum,Myrtaceae,,
Kanooka,Myrtaceae,,
River red gum,Myrtaceae,63,Mature
Brush Cherry,Myrtaceae,,
Wild Privet,Oleaceae,0,Semi-Mature
River red gum,Myrtaceae,,
Variegated Elm,Ulmaceae,74,Mature
Boobialla,Scrophulariaceae,,
Golden Wattle,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
Willow Bottlebrush,Myrtaceae,21,Semi-Mature
Spotted Gum,Myrtaceae,,
Yellow Gum,Myrtaceae,,
Kanooka,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,,
Flame Tree,Malvaceae,,
Horse Chestnut,Sapindaceae,,
Yellow Box,Myrtaceae,,
Yellow Gum,Myrtaceae,20,Semi-Mature
Smooth-barked apple,Myrtaceae,,
River red gum,Myrtaceae,,
Willow Bottlebrush,Myrtaceae,,
Yellow Box,Myrtaceae,,
London Plane,Platanaceae,57,Mature
London Plane,Platanaceae,84,Mature
Maidenhair Tree,Ginkgoaceae,,
Unknown,Myrtaceae,,
Elm,Ulmaceae,9,Semi-Mature
River red gum,Myrtaceae,,
Camphor Laurel,Lauraceae,,
London Plane,Platanaceae,22,Semi-Mature
Red Cedar,Meliaceae,,
River Sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
Willow myrtle,Myrtaceae,,
Moreton Bay Fig,Moraceae,,
Swamp White Oak,Fagaceae,6,Juvenile
Callery Pear,Rosaceae,,
Lemon Bottlebrush,Myrtaceae,,
River red gum,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Black Wattle,Fabaceae,,
Drooping sheoak,Casuarinaceae,,
Grey Sheoak,Casuarinaceae,,
Tuckeroo,Sapindaceae,,
Spotted Gum,Myrtaceae,19,Semi-Mature
River red gum,Myrtaceae,,
Elm,Ulmaceae,148,Mature
Kurrajong,Malvaceae,,
Elm,Ulmaceae,,
Yellow Box,Myrtaceae,,
Gum,Myrtaceae,,
Black Wattle,Fabaceae,,
River red gum,Myrtaceae,,
Silver Banksia,Proteaceae,,
Elm,Ulmaceae,34,Semi-Mature
Purple-leafed Cherry Plum,Rosaceae,15,Semi-Mature
London Plane,Platanaceae,49,Mature
`Pyramidalis¿ White Poplar,Salicaceae,,
Black Wattle,Fabaceae,,
Elm,Ulmaceae,80,Mature
Elm,Ulmaceae,52,Mature
Lemon Scented Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Elm,Ulmaceae,10,Juvenile
Common Fig,Moraceae,,
Yellow Gum,Myrtaceae,,
Kanooka,Myrtaceae,,
Swamp Sheoak,Casuarinaceae,,
Sugar gum,Myrtaceae,,
European nettle tree,Cannabaceae,15,Semi-Mature
London Plane,Platanaceae,,
Drooping sheoak,Casuarinaceae,,
English Elm,Ulmaceae,15,Semi-Mature
Pin Oak,Fagaceae,19,Semi-Mature
Callery Pear,Rosaceae,,
Black Wattle,Fabaceae,,
Sweet Bursaria,Pittosporaceae,,
River red gum,Myrtaceae,,
Yellow Gum,Myrtaceae,,
Smooth-barked apple,Myrtaceae,47,Semi-Mature
Manchurian Pear,Rosaceae,,
Black Wattle,Fabaceae,,
Hill¿s Weeping Fig,Moraceae,16,Semi-Mature
Sweet Bursaria,Pittosporaceae,,
Huntingdon Elm,Ulmaceae,42,Mature
Black Wattle,Fabaceae,,
Canary Islands dragon tree,Asparagaceae,12,Juvenile
Smooth-barked apple,Myrtaceae,,
Lightwood Wattle,Fabaceae,,
Boobialla,Scrophulariaceae,,
Smooth-barked apple,Myrtaceae,,
Crepe Myrtle,Lythraceae,,
Lemon Scented Gum,Myrtaceae,82,Mature
River red gum,Myrtaceae,,
Flowering Gum,Myrtaceae,10,Juvenile
Yellow Box,Myrtaceae,,
Flinders Range Wattle,Fabaceae,15,Mature
Sweet Bursaria,Pittosporaceae,,
Spotted Gum,Myrtaceae,23,Semi-Mature
Freeman Maple,Sapindaceae,,
Yellow Gum,Myrtaceae,,
Manuka,Myrtaceae,,
Swamp or Bald Cypress,Cupressaceae,,
Snow Gum,Myrtaceae,31,Semi-Mature
London Plane,Platanaceae,12,Juvenile
Yellow Box,Myrtaceae,,
Peppercorn Tree,Anacardiaceae,,
Lightwood Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
Dutch Elm,Ulmaceae,90,Mature
Norfolk Island Pine,Araucariaceae,11,Juvenile
Black She Oak,Casuarinaceae,,
London Plane,Platanaceae,,
Gossamer Wattle,Fabaceae,27,Semi-Mature
Lombardy Poplar,Salicaceae,,
Kurrajong,Malvaceae,,
Swamp Sheoak,Casuarinaceae,,
Golden Elm,Ulmaceae,75,Mature
Lemon scented myrtle,Myrtaceae,,
Yellow Box,Myrtaceae,,
Spotted Gum,Myrtaceae,,
Yellow Gum,Myrtaceae,,
Yellow Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Wilga,Rutaceae,,
Gum,Myrtaceae,6,Juvenile
English Elm,Ulmaceae,58,Mature
Elm,Ulmaceae,67,Mature
Chinese Elm,Ulmaceae,,
Sugar gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Sweet Bursaria,Pittosporaceae,,
Drooping sheoak,Casuarinaceae,,
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,,
River red gum,Myrtaceae,,
Monterey Cypress,Cupressaceae,,
River Sheoak,Casuarinaceae,47,Mature
Willow Oak,Fagaceae,,
Japanese Zelkova,Ulmaceae,20,Semi-Mature
Grey Sheoak,Casuarinaceae,,
River Sheoak,Casuarinaceae,,
Kanooka,Myrtaceae,,
English Ash,Oleaceae,81,Mature
London Plane,Platanaceae,28,Semi-Mature
London Plane,Platanaceae,26,Semi-Mature
Norway maple,Sapindaceae,4,Juvenile
Japanese Zelkova,Ulmaceae,,
Spotted Gum,Myrtaceae,6,Juvenile
Cootamundra Wattle,Fabaceae,82,Mature
Canary Island Date Palm,Arecaceae,72,Mature
River red gum,Myrtaceae,,
Black Wattle,Fabaceae,,
Lightwood Wattle,Fabaceae,,
Willow Leaf Peppermint,Myrtaceae,99,Mature
Weeping Bottlebrush,Myrtaceae,,
Wirilda,Fabaceae,,
London Plane,Platanaceae,59,Mature
Prickly Paperbark,Myrtaceae,83,Mature
European Fan Palm,Arecaceae,,
Kanooka,Myrtaceae,31,Semi-Mature
River red gum,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Grey corkwood,Leguminosae,,
Chinese Pistachio,Anacardiaceae,,
Smooth-barked apple,Myrtaceae,10,Juvenile
Willow Leaf Peppermint,Myrtaceae,,
Black Wattle,Fabaceae,,
Spotted Gum,Myrtaceae,11,Semi-Mature
`Bloodgood¿ London Planetree,Platanaceae,,
Desert Ash,Oleaceae,,
Yellow Box,Myrtaceae,,
Spotted Gum,Myrtaceae,73,Mature
Spotted Gum,Myrtaceae,31,Semi-Mature
Gum,Myrtaceae,,
London Plane,Platanaceae,33,Semi-Mature
London Plane,Platanaceae,35,Semi-Mature
London Plane,Platanaceae,29,Semi-Mature
Huntingdon Elm,Ulmaceae,71,Mature
Liquidamber or Sweet Gum,Altingiaceae,60,Mature
Drooping sheoak,Casuarinaceae,,
Flame Tree,Malvaceae,,
Aleppo Pine,Pinaceae,72,Mature
River red gum,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
European nettle tree,Cannabaceae,9,Semi-Mature
Callery Pear,Rosaceae,,
Grey Sheoak,Casuarinaceae,,
Sweet Pittosporum,Pittosporaceae,13,Semi-Mature
Boobialla,Scrophulariaceae,,
Freeman Maple,Sapindaceae,,
River red gum,Myrtaceae,,
Grey corkwood,Leguminosae,,
Elm,Ulmaceae,84,Mature
Scarlet Oak,Fagaceae,,
Weeping Bottlebrush,Myrtaceae,,
Flowering Gum,Myrtaceae,55,Mature
Lightwood Wattle,Fabaceae,,
Yellow Box,Myrtaceae,,
Japanese Zelkova,Ulmaceae,16,Semi-Mature
Coastal Banksia,Proteaceae,,
Canary Island Date Palm,Arecaceae,66,Mature
English Oak,Fagaceae,37,Semi-Mature
Dutch Elm,Ulmaceae,,
Swamp Sheoak,Casuarinaceae,,
Mexican or Washington Palm,Arecaceae,,
Chanticleer Pear,Rosaceae,,
Smooth-barked apple,Myrtaceae,10,Juvenile
Smooth-barked apple,Myrtaceae,,
English Elm,Ulmaceae,65,Mature
London Plane,Platanaceae,71,Mature
Rottnest Island Pine,Cupressaceae,,
Lemon Bottlebrush,Myrtaceae,,
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
River red gum,Myrtaceae,,
Petticoat or Desert Fan Palm,Arecaceae,42,Semi-Mature
Grey Sheoak,Casuarinaceae,,
Varnish Wattle,Fabaceae,,
Silver weeping tea tree,Myrtaceae,,
Unknown,Myrtaceae,,
Wirilda,Fabaceae,,
Japanese Zelkova,Ulmaceae,,
Black Wattle,Fabaceae,,
Olive Swan Hill,Oleaceae,,
Chinaberry Tree,Meliaceae,,
Algerian Oak,Fagaceae,78,Mature
Flame Tree,Malvaceae,,
Callery Pear,Rosaceae,,
River red gum,Myrtaceae,,
Yellow Box,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,,
Weeping Myrtle,Myrtaceae,,
Lemon Scented Gum,Myrtaceae,,
Smooth-barked apple,Myrtaceae,,
Drooping sheoak,Casuarinaceae,,
Ivy curl,Proteaceae,,
London Plane,Platanaceae,40,Mature
Coastal Banksia,Proteaceae,,
Moreton Bay Fig,Moraceae,151,Mature
Swamp Paperbark,Myrtaceae,,
Sheoak,Casuarinaceae,,
River Birch,Betulaceae,,
Black Wattle,Fabaceae,,
Elm,Ulmaceae,39,Semi-Mature
Kanooka,Myrtaceae,17,Semi-Mature
Lemon Scented Gum,Myrtaceae,33,Semi-Mature
River red gum,Myrtaceae,,
Golden Wattle,Fabaceae,,
Hill¿s Weeping Fig,Moraceae,,
River red gum,Myrtaceae,,
Spotted Gum,Myrtaceae,7,Juvenile
River red gum,Myrtaceae,,
River red gum,Myrtaceae,,
London Plane,Platanaceae,31,Semi-Mature
London Plane,Platanaceae,26,Semi-Mature
Gossamer Wattle,Fabaceae,,
River Sheoak,Casuarinaceae,60,Mature
Kanooka,Myrtaceae,19,Semi-Mature
Flinders Range Wattle,Fabaceae,,
European Fan Palm,Arecaceae,,
Cimmaron Ash,Oleaceae,,
Ironbark,Myrtaceae,,
Photinia,Rosaceae,,
River red gum,Myrtaceae,,
Coastal Banksia,Proteaceae,,
Drooping sheoak,Casuarinaceae,,
Chinaberry Tree,Meliaceae,,
Aleppo Pine,Pinaceae,,
Maidenhair Tree,Ginkgoaceae,,
Yellow Box,Myrtaceae,5,Juvenile
Yellow Box,Myrtaceae,,
Black Wattle,Fabaceae,,
Peppercorn Tree,Anacardiaceae,60,Mature
Red Box,Myrtaceae,,
Golden Wattle,Fabaceae,,
Lemon Scented Gum,Myrtaceae,29,Semi-Mature
Grey Sheoak,Casuarinaceae,,
Silver Banksia,Proteaceae,,
Norfolk Island Pine,Araucariaceae,,
River red gum,Myrtaceae,,
Elm,Ulmaceae,95,Mature
English Elm,Ulmaceae,84,Mature
Golden Honeylocust,Fabaceae,27,Semi-Mature
Black Wattle,Fabaceae,,
Peppercorn Tree,Anacardiaceae,45,Semi-Mature
Swamp Sheoak,Casuarinaceae,,
London Plane,Platanaceae,50,Mature
